doc_id,annotator,model,model_reported,attempts,input_tokens,output_tokens,latency_s,called_at_utc,prompt_fingerprint
GT-010,mistral-7b#r2,mistral:latest,mistral:latest,1,12693,253,7.28,2026-09-19T00:52:22.777307+00:00,53c7ce151f935769
GT-118,mistral-7b#r3,mistral:latest,mistral:latest,1,12543,198,5.78,2026-09-19T01:20:21.738928+00:00,53c7ce151f935769
GT-030,mistral-7b#r3,mistral:latest,mistral:latest,1,12793,190,5.63,2026-09-19T01:11:07.214136+00:00,53c7ce151f935769
GT-062,mistral-7b#r3,mistral:latest,mistral:latest,1,12702,223,6.48,2026-09-19T01:14:28.777026+00:00,53c7ce151f935769
GT-112,mistral-7b#r1,mistral:latest,mistral:latest,1,12640,190,5.61,2026-09-19T00:46:33.196136+00:00,53c7ce151f935769
GT-159,mistral-7b#r2,mistral:latest,mistral:latest,1,12649,194,5.71,2026-09-19T01:07:56.066163+00:00,53c7ce151f935769
GT-058,mistral-7b#r3,mistral:latest,mistral:latest,1,12687,217,6.31,2026-09-19T01:14:03.590499+00:00,53c7ce151f935769
GT-064,mistral-7b#r1,mistral:latest,mistral:latest,1,12430,251,7.37,2026-09-19T00:41:53.230972+00:00,53c7ce151f935769
GT-119,mistral-7b#r3,mistral:latest,mistral:latest,1,12644,207,6.1,2026-09-19T01:20:27.842084+00:00,53c7ce151f935769
GT-016,mistral-7b#r2,mistral:latest,mistral:latest,1,12646,205,6.06,2026-09-19T00:52:59.558551+00:00,53c7ce151f935769
GT-015,mistral-7b#r3,mistral:latest,mistral:latest,1,12791,261,7.98,2026-09-19T01:09:34.467866+00:00,53c7ce151f935769
GT-087,mistral-7b#r3,mistral:latest,mistral:latest,1,12693,201,5.91,2026-09-19T01:17:07.322410+00:00,53c7ce151f935769
GT-156,mistral-7b#r3,mistral:latest,mistral:latest,1,12631,228,6.56,2026-09-19T01:24:27.008862+00:00,53c7ce151f935769
GT-152,mistral-7b#r1,mistral:latest,mistral:latest,1,12767,190,5.69,2026-09-19T00:50:34.664314+00:00,53c7ce151f935769
GT-023,mistral-7b#r2,mistral:latest,mistral:latest,1,13106,256,7.7,2026-09-19T00:53:45.009908+00:00,53c7ce151f935769
GT-069,mistral-7b#r3,mistral:latest,mistral:latest,1,12789,220,6.46,2026-09-19T01:15:12.814100+00:00,53c7ce151f935769
GT-030,mistral-7b#r2,mistral:latest,mistral:latest,1,12793,190,5.63,2026-09-19T00:54:27.581160+00:00,53c7ce151f935769
GT-138,mistral-7b#r1,mistral:latest,mistral:latest,1,12724,198,6.52,2026-09-19T00:49:12.802405+00:00,53c7ce151f935769
GT-059,mistral-7b#r3,mistral:latest,mistral:latest,1,12515,199,6.01,2026-09-19T01:14:09.608402+00:00,53c7ce151f935769
GT-088,mistral-7b#r3,mistral:latest,mistral:latest,1,12615,190,5.6,2026-09-19T01:17:12.925341+00:00,53c7ce151f935769
GT-056,mistral-7b#r1,mistral:latest,mistral:latest,1,12410,251,7.0,2026-09-19T00:41:05.993759+00:00,53c7ce151f935769
GT-102,mistral-7b#r1,mistral:latest,mistral:latest,1,12707,190,5.6,2026-09-19T00:45:36.230239+00:00,53c7ce151f935769
GT-157,mistral-7b#r1,mistral:latest,mistral:latest,1,12462,190,5.47,2026-09-19T00:51:05.418439+00:00,53c7ce151f935769
GT-146,mistral-7b#r3,mistral:latest,mistral:latest,1,12957,190,5.86,2026-09-19T01:23:22.333461+00:00,53c7ce151f935769
GT-100,mistral-7b#r3,mistral:latest,mistral:latest,1,12893,256,7.93,2026-09-19T01:18:31.942740+00:00,53c7ce151f935769
GT-026,mistral-7b#r3,mistral:latest,mistral:latest,1,12686,190,5.58,2026-09-19T01:10:43.557707+00:00,53c7ce151f935769
GT-061,mistral-7b#r3,mistral:latest,mistral:latest,1,12680,239,6.94,2026-09-19T01:14:22.295264+00:00,53c7ce151f935769
GT-113,mistral-7b#r3,mistral:latest,mistral:latest,1,12600,208,6.01,2026-09-19T01:19:51.362614+00:00,53c7ce151f935769
GT-060,mistral-7b#r3,mistral:latest,mistral:latest,1,12403,190,5.74,2026-09-19T01:14:15.351727+00:00,53c7ce151f935769
GT-135,mistral-7b#r3,mistral:latest,mistral:latest,1,12623,235,6.71,2026-09-19T01:22:09.629392+00:00,53c7ce151f935769
GT-094,mistral-7b#r2,mistral:latest,mistral:latest,1,12400,190,5.33,2026-09-19T01:01:09.409011+00:00,53c7ce151f935769
GT-040,mistral-7b#r1,mistral:latest,mistral:latest,1,12588,190,5.69,2026-09-19T00:39:32.430212+00:00,53c7ce151f935769
GT-136,mistral-7b#r2,mistral:latest,mistral:latest,1,12865,190,5.79,2026-09-19T01:05:34.258207+00:00,53c7ce151f935769
GT-043,mistral-7b#r3,mistral:latest,mistral:latest,1,12711,190,5.61,2026-09-19T01:12:28.868608+00:00,53c7ce151f935769
GT-061,mistral-7b#r1,mistral:latest,mistral:latest,1,12680,190,5.54,2026-09-19T00:41:33.765178+00:00,53c7ce151f935769
GT-025,mistral-7b#r1,mistral:latest,mistral:latest,1,12727,209,6.19,2026-09-19T00:37:57.357489+00:00,53c7ce151f935769
GT-035,mistral-7b#r1,mistral:latest,mistral:latest,1,12768,277,8.35,2026-09-19T00:39:03.261475+00:00,53c7ce151f935769
GT-009,mistral-7b#r2,mistral:latest,mistral:latest,1,13025,198,6.12,2026-09-19T00:52:15.493541+00:00,53c7ce151f935769
GT-150,mistral-7b#r1,mistral:latest,mistral:latest,1,12660,190,5.52,2026-09-19T00:50:22.568619+00:00,53c7ce151f935769
GT-059,mistral-7b#r1,mistral:latest,mistral:latest,1,12515,190,5.5,2026-09-19T00:41:22.695700+00:00,53c7ce151f935769
GT-059,mistral-7b#r2,mistral:latest,mistral:latest,1,12515,190,5.52,2026-09-19T00:57:26.402591+00:00,53c7ce151f935769
GT-122,mistral-7b#r1,mistral:latest,mistral:latest,1,13148,190,6.02,2026-09-19T00:47:34.343002+00:00,53c7ce151f935769
GT-134,mistral-7b#r1,mistral:latest,mistral:latest,1,12615,190,5.77,2026-09-19T00:48:44.609839+00:00,53c7ce151f935769
GT-026,mistral-7b#r2,mistral:latest,mistral:latest,1,12686,190,5.57,2026-09-19T00:54:01.907392+00:00,53c7ce151f935769
GT-086,mistral-7b#r2,mistral:latest,mistral:latest,1,12490,302,8.43,2026-09-19T01:00:18.553747+00:00,53c7ce151f935769
GT-016,mistral-7b#r1,mistral:latest,mistral:latest,1,12646,190,6.02,2026-09-19T00:37:02.317671+00:00,53c7ce151f935769
GT-136,mistral-7b#r3,mistral:latest,mistral:latest,1,12865,225,6.71,2026-09-19T01:22:16.346144+00:00,53c7ce151f935769
GT-078,mistral-7b#r1,mistral:latest,mistral:latest,1,12527,190,5.42,2026-09-19T00:43:18.115174+00:00,53c7ce151f935769
GT-145,mistral-7b#r2,mistral:latest,mistral:latest,1,12642,226,6.58,2026-09-19T01:06:31.589413+00:00,53c7ce151f935769
GT-066,mistral-7b#r3,mistral:latest,mistral:latest,1,12767,265,7.67,2026-09-19T01:14:54.474379+00:00,53c7ce151f935769
GT-132,mistral-7b#r2,mistral:latest,mistral:latest,1,12935,245,7.28,2026-09-19T01:05:11.652366+00:00,53c7ce151f935769
GT-013,mistral-7b#r1,mistral:latest,mistral:latest,1,12796,190,5.66,2026-09-19T00:36:45.025630+00:00,53c7ce151f935769
GT-104,mistral-7b#r3,mistral:latest,mistral:latest,1,12884,222,6.67,2026-09-19T01:18:57.853593+00:00,53c7ce151f935769
GT-024,mistral-7b#r1,mistral:latest,mistral:latest,1,12854,190,5.75,2026-09-19T00:37:51.162538+00:00,53c7ce151f935769
GT-101,mistral-7b#r1,mistral:latest,mistral:latest,1,12789,190,5.69,2026-09-19T00:45:30.630990+00:00,53c7ce151f935769
GT-121,mistral-7b#r3,mistral:latest,mistral:latest,1,12871,211,6.37,2026-09-19T01:20:39.700399+00:00,53c7ce151f935769
GT-050,mistral-7b#r3,mistral:latest,mistral:latest,1,12716,208,6.12,2026-09-19T01:13:14.061724+00:00,53c7ce151f935769
GT-001,mistral-7b#r1,mistral:latest,mistral:latest,1,12786,190,17.1,2026-09-19T00:35:29.551836+00:00,53c7ce151f935769
GT-155,mistral-7b#r1,mistral:latest,mistral:latest,1,12491,239,6.74,2026-09-19T00:50:52.425872+00:00,53c7ce151f935769
GT-094,mistral-7b#r1,mistral:latest,mistral:latest,1,12400,223,6.2,2026-09-19T00:44:50.128624+00:00,53c7ce151f935769
GT-075,mistral-7b#r1,mistral:latest,mistral:latest,1,12667,257,7.32,2026-09-19T00:42:59.945337+00:00,53c7ce151f935769
GT-012,mistral-7b#r3,mistral:latest,mistral:latest,1,12724,198,5.81,2026-09-19T01:09:14.411285+00:00,53c7ce151f935769
GT-050,mistral-7b#r1,mistral:latest,mistral:latest,1,12716,190,5.69,2026-09-19T00:40:30.312696+00:00,53c7ce151f935769
GT-025,mistral-7b#r2,mistral:latest,mistral:latest,1,12727,190,5.62,2026-09-19T00:53:56.331927+00:00,53c7ce151f935769
GT-031,mistral-7b#r1,mistral:latest,mistral:latest,1,12788,224,6.57,2026-09-19T00:38:37.296319+00:00,53c7ce151f935769
GT-132,mistral-7b#r3,mistral:latest,mistral:latest,1,12935,216,6.57,2026-09-19T01:21:49.803116+00:00,53c7ce151f935769
GT-056,mistral-7b#r2,mistral:latest,mistral:latest,1,12410,228,6.65,2026-09-19T00:57:06.464748+00:00,53c7ce151f935769
GT-019,mistral-7b#r2,mistral:latest,mistral:latest,1,12716,205,6.03,2026-09-19T00:53:18.552456+00:00,53c7ce151f935769
GT-002,mistral-7b#r2,mistral:latest,mistral:latest,1,12455,190,5.43,2026-09-19T00:51:33.899761+00:00,53c7ce151f935769
GT-158,mistral-7b#r3,mistral:latest,mistral:latest,1,12680,190,5.59,2026-09-19T01:24:39.366939+00:00,53c7ce151f935769
GT-091,mistral-7b#r2,mistral:latest,mistral:latest,1,12469,248,6.9,2026-09-19T01:00:51.561952+00:00,53c7ce151f935769
GT-014,mistral-7b#r1,mistral:latest,mistral:latest,1,12547,190,5.58,2026-09-19T00:36:50.609562+00:00,53c7ce151f935769
GT-091,mistral-7b#r1,mistral:latest,mistral:latest,1,12469,210,5.95,2026-09-19T00:44:32.640512+00:00,53c7ce151f935769
GT-080,mistral-7b#r2,mistral:latest,mistral:latest,1,12681,190,5.58,2026-09-19T00:59:39.196808+00:00,53c7ce151f935769
GT-007,mistral-7b#r2,mistral:latest,mistral:latest,1,12730,230,6.69,2026-09-19T00:52:03.728828+00:00,53c7ce151f935769
GT-137,mistral-7b#r1,mistral:latest,mistral:latest,1,13223,266,9.05,2026-09-19T00:49:06.279177+00:00,53c7ce151f935769
GT-141,mistral-7b#r3,mistral:latest,mistral:latest,1,12772,252,7.36,2026-09-19T01:22:49.253176+00:00,53c7ce151f935769
GT-008,mistral-7b#r3,mistral:latest,mistral:latest,1,12758,190,5.63,2026-09-19T01:08:49.837627+00:00,53c7ce151f935769
GT-078,mistral-7b#r2,mistral:latest,mistral:latest,1,12527,213,6.35,2026-09-19T00:59:27.878023+00:00,53c7ce151f935769
GT-148,mistral-7b#r1,mistral:latest,mistral:latest,1,12571,190,5.46,2026-09-19T00:50:11.430129+00:00,53c7ce151f935769
GT-003,mistral-7b#r2,mistral:latest,mistral:latest,1,12386,190,5.31,2026-09-19T00:51:39.217033+00:00,53c7ce151f935769
GT-038,mistral-7b#r3,mistral:latest,mistral:latest,1,12532,190,5.35,2026-09-19T01:11:58.019949+00:00,53c7ce151f935769
GT-095,mistral-7b#r2,mistral:latest,mistral:latest,1,12590,214,6.17,2026-09-19T01:01:15.578977+00:00,53c7ce151f935769
GT-074,mistral-7b#r3,mistral:latest,mistral:latest,1,12976,190,5.84,2026-09-19T01:15:45.855123+00:00,53c7ce151f935769
GT-021,mistral-7b#r2,mistral:latest,mistral:latest,1,12986,247,7.34,2026-09-19T00:53:31.720483+00:00,53c7ce151f935769
GT-085,mistral-7b#r3,mistral:latest,mistral:latest,1,12775,210,6.22,2026-09-19T01:16:54.554579+00:00,53c7ce151f935769
GT-085,mistral-7b#r1,mistral:latest,mistral:latest,1,12775,190,5.64,2026-09-19T00:43:58.376319+00:00,53c7ce151f935769
GT-136,mistral-7b#r1,mistral:latest,mistral:latest,1,12865,190,6.48,2026-09-19T00:48:57.225132+00:00,53c7ce151f935769
GT-099,mistral-7b#r1,mistral:latest,mistral:latest,1,12870,190,6.17,2026-09-19T00:45:19.115270+00:00,53c7ce151f935769
GT-104,mistral-7b#r1,mistral:latest,mistral:latest,1,12884,190,5.72,2026-09-19T00:45:47.522278+00:00,53c7ce151f935769
GT-076,mistral-7b#r2,mistral:latest,mistral:latest,1,12524,223,6.27,2026-09-19T00:59:15.906213+00:00,53c7ce151f935769
GT-153,mistral-7b#r1,mistral:latest,mistral:latest,1,12652,190,5.53,2026-09-19T00:50:40.192624+00:00,53c7ce151f935769
GT-036,mistral-7b#r1,mistral:latest,mistral:latest,1,12730,190,5.78,2026-09-19T00:39:09.051589+00:00,53c7ce151f935769
GT-031,mistral-7b#r3,mistral:latest,mistral:latest,1,12788,190,5.64,2026-09-19T01:11:12.856465+00:00,53c7ce151f935769
GT-116,mistral-7b#r1,mistral:latest,mistral:latest,1,12772,190,5.63,2026-09-19T00:46:57.733509+00:00,53c7ce151f935769
GT-133,mistral-7b#r3,mistral:latest,mistral:latest,1,12725,261,7.51,2026-09-19T01:21:57.321550+00:00,53c7ce151f935769
GT-128,mistral-7b#r1,mistral:latest,mistral:latest,1,12691,190,5.56,2026-09-19T00:48:09.244159+00:00,53c7ce151f935769
GT-074,mistral-7b#r1,mistral:latest,mistral:latest,1,12976,218,6.54,2026-09-19T00:42:52.618264+00:00,53c7ce151f935769
GT-006,mistral-7b#r3,mistral:latest,mistral:latest,1,12643,190,5.63,2026-09-19T01:08:38.164094+00:00,53c7ce151f935769
GT-122,mistral-7b#r3,mistral:latest,mistral:latest,1,13148,250,7.73,2026-09-19T01:20:47.436605+00:00,53c7ce151f935769
GT-111,mistral-7b#r3,mistral:latest,mistral:latest,1,12600,190,5.49,2026-09-19T01:19:39.697315+00:00,53c7ce151f935769
GT-071,mistral-7b#r2,mistral:latest,mistral:latest,1,12791,190,5.66,2026-09-19T00:58:44.750438+00:00,53c7ce151f935769
GT-052,mistral-7b#r2,mistral:latest,mistral:latest,1,12565,214,6.1,2026-09-19T00:56:41.779690+00:00,53c7ce151f935769
GT-107,mistral-7b#r2,mistral:latest,mistral:latest,1,12611,218,6.33,2026-09-19T01:02:28.648894+00:00,53c7ce151f935769
GT-158,mistral-7b#r1,mistral:latest,mistral:latest,1,12680,190,5.86,2026-09-19T00:51:11.282473+00:00,53c7ce151f935769
GT-130,mistral-7b#r2,mistral:latest,mistral:latest,1,12935,251,7.51,2026-09-19T01:04:58.888839+00:00,53c7ce151f935769
GT-159,mistral-7b#r1,mistral:latest,mistral:latest,1,12649,190,5.6,2026-09-19T00:51:16.886920+00:00,53c7ce151f935769
GT-060,mistral-7b#r1,mistral:latest,mistral:latest,1,12403,198,5.52,2026-09-19T00:41:28.219491+00:00,53c7ce151f935769
GT-087,mistral-7b#r1,mistral:latest,mistral:latest,1,12693,198,5.79,2026-09-19T00:44:09.553413+00:00,53c7ce151f935769
GT-041,mistral-7b#r1,mistral:latest,mistral:latest,1,12491,224,6.53,2026-09-19T00:39:38.963663+00:00,53c7ce151f935769
GT-039,mistral-7b#r3,mistral:latest,mistral:latest,1,12787,214,6.59,2026-09-19T01:12:04.612799+00:00,53c7ce151f935769
GT-152,mistral-7b#r3,mistral:latest,mistral:latest,1,12767,263,7.64,2026-09-19T01:24:00.916262+00:00,53c7ce151f935769
GT-005,mistral-7b#r2,mistral:latest,mistral:latest,1,12788,222,6.52,2026-09-19T00:51:51.424919+00:00,53c7ce151f935769
GT-024,mistral-7b#r2,mistral:latest,mistral:latest,1,12854,190,5.7,2026-09-19T00:53:50.713245+00:00,53c7ce151f935769
GT-125,mistral-7b#r1,mistral:latest,mistral:latest,1,12850,190,5.67,2026-09-19T00:47:52.333378+00:00,53c7ce151f935769
GT-048,mistral-7b#r1,mistral:latest,mistral:latest,1,12713,190,5.78,2026-09-19T00:40:18.834978+00:00,53c7ce151f935769
GT-047,mistral-7b#r3,mistral:latest,mistral:latest,1,12587,261,7.4,2026-09-19T01:12:55.451354+00:00,53c7ce151f935769
GT-117,mistral-7b#r1,mistral:latest,mistral:latest,1,12722,190,5.66,2026-09-19T00:47:03.400035+00:00,53c7ce151f935769
GT-084,mistral-7b#r3,mistral:latest,mistral:latest,1,12821,190,5.72,2026-09-19T01:16:48.331080+00:00,53c7ce151f935769
GT-118,mistral-7b#r1,mistral:latest,mistral:latest,1,12543,190,5.54,2026-09-19T00:47:08.945639+00:00,53c7ce151f935769
GT-050,mistral-7b#r2,mistral:latest,mistral:latest,1,12716,190,5.85,2026-09-19T00:56:29.560205+00:00,53c7ce151f935769
GT-076,mistral-7b#r1,mistral:latest,mistral:latest,1,12524,254,7.11,2026-09-19T00:43:07.061429+00:00,53c7ce151f935769
GT-141,mistral-7b#r1,mistral:latest,mistral:latest,1,12772,190,5.67,2026-09-19T00:49:30.576971+00:00,53c7ce151f935769
GT-155,mistral-7b#r3,mistral:latest,mistral:latest,1,12491,190,5.38,2026-09-19T01:24:20.449035+00:00,53c7ce151f935769
GT-134,mistral-7b#r2,mistral:latest,mistral:latest,1,12615,190,5.57,2026-09-19T01:05:22.954904+00:00,53c7ce151f935769
GT-009,mistral-7b#r1,mistral:latest,mistral:latest,1,13025,227,6.88,2026-09-19T00:36:22.089152+00:00,53c7ce151f935769
GT-160,mistral-7b#r1,mistral:latest,mistral:latest,1,12591,190,5.49,2026-09-19T00:51:22.379519+00:00,53c7ce151f935769
GT-130,mistral-7b#r1,mistral:latest,mistral:latest,1,12935,190,5.85,2026-09-19T00:48:21.294590+00:00,53c7ce151f935769
GT-111,mistral-7b#r1,mistral:latest,mistral:latest,1,12600,209,6.01,2026-09-19T00:46:27.586808+00:00,53c7ce151f935769
GT-017,mistral-7b#r2,mistral:latest,mistral:latest,1,12644,217,6.34,2026-09-19T00:53:05.898896+00:00,53c7ce151f935769
GT-033,mistral-7b#r2,mistral:latest,mistral:latest,1,12771,219,6.44,2026-09-19T00:54:45.291461+00:00,53c7ce151f935769
GT-150,mistral-7b#r3,mistral:latest,mistral:latest,1,12660,205,5.95,2026-09-19T01:23:47.046823+00:00,53c7ce151f935769
GT-019,mistral-7b#r1,mistral:latest,mistral:latest,1,12716,190,6.05,2026-09-19T00:37:20.381439+00:00,53c7ce151f935769
GT-098,mistral-7b#r3,mistral:latest,mistral:latest,1,12591,203,5.82,2026-09-19T01:18:17.686872+00:00,53c7ce151f935769
GT-040,mistral-7b#r2,mistral:latest,mistral:latest,1,12588,232,6.64,2026-09-19T00:55:29.144047+00:00,53c7ce151f935769
GT-060,mistral-7b#r2,mistral:latest,mistral:latest,1,12403,198,5.6,2026-09-19T00:57:32.001998+00:00,53c7ce151f935769
GT-076,mistral-7b#r3,mistral:latest,mistral:latest,1,12524,231,6.51,2026-09-19T01:15:58.243884+00:00,53c7ce151f935769
GT-037,mistral-7b#r2,mistral:latest,mistral:latest,1,13265,194,6.12,2026-09-19T00:55:10.205150+00:00,53c7ce151f935769
GT-012,mistral-7b#r2,mistral:latest,mistral:latest,1,12724,194,5.72,2026-09-19T00:52:34.603937+00:00,53c7ce151f935769
GT-045,mistral-7b#r3,mistral:latest,mistral:latest,1,12616,211,6.15,2026-09-19T01:12:41.543179+00:00,53c7ce151f935769
GT-082,mistral-7b#r2,mistral:latest,mistral:latest,1,12754,235,6.85,2026-09-19T00:59:52.074120+00:00,53c7ce151f935769
GT-139,mistral-7b#r1,mistral:latest,mistral:latest,1,12549,190,6.19,2026-09-19T00:49:18.997016+00:00,53c7ce151f935769
GT-079,mistral-7b#r3,mistral:latest,mistral:latest,1,12823,228,6.72,2026-09-19T01:16:17.882984+00:00,53c7ce151f935769
GT-032,mistral-7b#r3,mistral:latest,mistral:latest,1,12744,203,5.96,2026-09-19T01:11:18.821386+00:00,53c7ce151f935769
GT-118,mistral-7b#r2,mistral:latest,mistral:latest,1,12543,209,6.03,2026-09-19T01:03:38.781010+00:00,53c7ce151f935769
GT-038,mistral-7b#r2,mistral:latest,mistral:latest,1,12532,210,5.96,2026-09-19T00:55:16.165162+00:00,53c7ce151f935769
GT-091,mistral-7b#r3,mistral:latest,mistral:latest,1,12469,204,5.99,2026-09-19T01:17:31.132194+00:00,53c7ce151f935769
GT-114,mistral-7b#r2,mistral:latest,mistral:latest,1,12842,258,7.57,2026-09-19T01:03:13.103537+00:00,53c7ce151f935769
GT-135,mistral-7b#r2,mistral:latest,mistral:latest,1,12623,190,5.51,2026-09-19T01:05:28.467861+00:00,53c7ce151f935769
GT-144,mistral-7b#r2,mistral:latest,mistral:latest,1,12602,244,6.94,2026-09-19T01:06:25.001470+00:00,53c7ce151f935769
GT-155,mistral-7b#r2,mistral:latest,mistral:latest,1,12491,208,5.85,2026-09-19T01:07:32.473566+00:00,53c7ce151f935769
GT-022,mistral-7b#r1,mistral:latest,mistral:latest,1,12690,215,6.34,2026-09-19T00:37:39.181657+00:00,53c7ce151f935769
GT-032,mistral-7b#r1,mistral:latest,mistral:latest,1,12744,190,5.66,2026-09-19T00:38:42.955937+00:00,53c7ce151f935769
GT-047,mistral-7b#r1,mistral:latest,mistral:latest,1,12587,190,5.73,2026-09-19T00:40:13.057120+00:00,53c7ce151f935769
GT-133,mistral-7b#r1,mistral:latest,mistral:latest,1,12725,190,5.81,2026-09-19T00:48:38.836175+00:00,53c7ce151f935769
GT-013,mistral-7b#r3,mistral:latest,mistral:latest,1,12796,203,6.03,2026-09-19T01:09:20.444450+00:00,53c7ce151f935769
GT-083,mistral-7b#r3,mistral:latest,mistral:latest,1,12668,213,6.19,2026-09-19T01:16:42.606182+00:00,53c7ce151f935769
GT-142,mistral-7b#r3,mistral:latest,mistral:latest,1,12679,263,7.59,2026-09-19T01:22:56.846138+00:00,53c7ce151f935769
GT-095,mistral-7b#r1,mistral:latest,mistral:latest,1,12590,198,5.7,2026-09-19T00:44:55.835030+00:00,53c7ce151f935769
GT-103,mistral-7b#r2,mistral:latest,mistral:latest,1,12552,190,5.55,2026-09-19T01:02:04.587923+00:00,53c7ce151f935769
GT-061,mistral-7b#r2,mistral:latest,mistral:latest,1,12680,260,7.49,2026-09-19T00:57:39.495697+00:00,53c7ce151f935769
GT-048,mistral-7b#r3,mistral:latest,mistral:latest,1,12713,222,6.44,2026-09-19T01:13:01.894822+00:00,53c7ce151f935769
GT-114,mistral-7b#r3,mistral:latest,mistral:latest,1,12842,190,5.72,2026-09-19T01:19:57.084041+00:00,53c7ce151f935769
GT-142,mistral-7b#r2,mistral:latest,mistral:latest,1,12679,206,6.02,2026-09-19T01:06:12.469206+00:00,53c7ce151f935769
GT-072,mistral-7b#r2,mistral:latest,mistral:latest,1,12831,205,6.14,2026-09-19T00:58:50.897706+00:00,53c7ce151f935769
GT-063,mistral-7b#r1,mistral:latest,mistral:latest,1,12688,225,6.5,2026-09-19T00:41:45.853088+00:00,53c7ce151f935769
GT-018,mistral-7b#r1,mistral:latest,mistral:latest,1,12624,190,6.03,2026-09-19T00:37:14.327828+00:00,53c7ce151f935769
GT-120,mistral-7b#r1,mistral:latest,mistral:latest,1,12582,207,5.92,2026-09-19T00:47:22.552792+00:00,53c7ce151f935769
GT-157,mistral-7b#r3,mistral:latest,mistral:latest,1,12462,241,6.76,2026-09-19T01:24:33.776602+00:00,53c7ce151f935769
GT-006,mistral-7b#r2,mistral:latest,mistral:latest,1,12643,190,5.61,2026-09-19T00:51:57.037302+00:00,53c7ce151f935769
GT-053,mistral-7b#r1,mistral:latest,mistral:latest,1,12910,190,5.8,2026-09-19T00:40:47.335853+00:00,53c7ce151f935769
GT-072,mistral-7b#r1,mistral:latest,mistral:latest,1,12831,190,5.73,2026-09-19T00:42:40.453252+00:00,53c7ce151f935769
GT-148,mistral-7b#r3,mistral:latest,mistral:latest,1,12571,190,5.54,2026-09-19T01:23:34.941507+00:00,53c7ce151f935769
GT-022,mistral-7b#r3,mistral:latest,mistral:latest,1,12690,241,6.95,2026-09-19T01:10:18.528332+00:00,53c7ce151f935769
GT-147,mistral-7b#r3,mistral:latest,mistral:latest,1,12788,242,7.06,2026-09-19T01:23:29.398375+00:00,53c7ce151f935769
GT-089,mistral-7b#r3,mistral:latest,mistral:latest,1,12690,190,5.56,2026-09-19T01:17:18.492004+00:00,53c7ce151f935769
GT-146,mistral-7b#r2,mistral:latest,mistral:latest,1,12957,190,5.89,2026-09-19T01:06:37.480198+00:00,53c7ce151f935769
GT-093,mistral-7b#r1,mistral:latest,mistral:latest,1,12679,190,5.58,2026-09-19T00:44:43.925636+00:00,53c7ce151f935769
GT-069,mistral-7b#r2,mistral:latest,mistral:latest,1,12789,194,5.77,2026-09-19T00:58:32.069410+00:00,53c7ce151f935769
GT-028,mistral-7b#r2,mistral:latest,mistral:latest,1,12687,234,6.73,2026-09-19T00:54:15.248005+00:00,53c7ce151f935769
GT-104,mistral-7b#r2,mistral:latest,mistral:latest,1,12884,198,5.98,2026-09-19T01:02:10.568366+00:00,53c7ce151f935769
GT-110,mistral-7b#r2,mistral:latest,mistral:latest,1,12753,245,7.13,2026-09-19T01:02:47.540985+00:00,53c7ce151f935769
GT-028,mistral-7b#r1,mistral:latest,mistral:latest,1,12687,190,5.86,2026-09-19T00:38:16.536925+00:00,53c7ce151f935769
GT-019,mistral-7b#r3,mistral:latest,mistral:latest,1,12716,225,6.53,2026-09-19T01:09:59.365552+00:00,53c7ce151f935769
GT-148,mistral-7b#r2,mistral:latest,mistral:latest,1,12571,190,5.48,2026-09-19T01:06:49.263268+00:00,53c7ce151f935769
GT-054,mistral-7b#r3,mistral:latest,mistral:latest,1,12671,190,5.55,2026-09-19T01:13:37.199185+00:00,53c7ce151f935769
GT-077,mistral-7b#r3,mistral:latest,mistral:latest,1,12709,260,7.46,2026-09-19T01:16:05.713086+00:00,53c7ce151f935769
GT-109,mistral-7b#r3,mistral:latest,mistral:latest,1,12786,259,7.49,2026-09-19T01:19:28.561132+00:00,53c7ce151f935769
GT-126,mistral-7b#r3,mistral:latest,mistral:latest,1,12824,194,5.81,2026-09-19T01:21:11.817760+00:00,53c7ce151f935769
GT-093,mistral-7b#r3,mistral:latest,mistral:latest,1,12679,233,6.78,2026-09-19T01:17:44.064588+00:00,53c7ce151f935769
GT-045,mistral-7b#r1,mistral:latest,mistral:latest,1,12616,190,5.6,2026-09-19T00:40:01.694049+00:00,53c7ce151f935769
GT-072,mistral-7b#r3,mistral:latest,mistral:latest,1,12831,297,8.62,2026-09-19T01:15:32.939323+00:00,53c7ce151f935769
GT-042,mistral-7b#r2,mistral:latest,mistral:latest,1,12616,210,6.13,2026-09-19T00:55:40.679955+00:00,53c7ce151f935769
GT-125,mistral-7b#r3,mistral:latest,mistral:latest,1,12850,190,5.73,2026-09-19T01:21:06.000696+00:00,53c7ce151f935769
GT-086,mistral-7b#r1,mistral:latest,mistral:latest,1,12490,190,5.38,2026-09-19T00:44:03.760349+00:00,53c7ce151f935769
GT-068,mistral-7b#r3,mistral:latest,mistral:latest,1,12820,190,5.7,2026-09-19T01:15:06.350731+00:00,53c7ce151f935769
GT-105,mistral-7b#r3,mistral:latest,mistral:latest,1,12660,215,6.19,2026-09-19T01:19:04.043716+00:00,53c7ce151f935769
GT-137,mistral-7b#r2,mistral:latest,mistral:latest,1,13223,190,6.02,2026-09-19T01:05:40.285850+00:00,53c7ce151f935769
GT-066,mistral-7b#r2,mistral:latest,mistral:latest,1,12767,232,6.79,2026-09-19T00:58:12.220387+00:00,53c7ce151f935769
